Account,Post Type,Media ID,Caption,Date,Location,Post URL,Type Name,Media Count,Caption Hashtags,Caption Mentions,Likes,Comments,Title,URL
stoopingnyc,post,3203297486290135702,"OMG. We missed this last night! Worth checking for you @seinfeldtv fans. East 3rd, first house right off Beverley. #stoopingbrooklyn",2023-09-30 14:07:19,None,https://www.instagram.com/p/Cx0ZheMOaqW,GraphImage,1,['stoopingbrooklyn'],['seinfeldtv'],4835,70,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384223367_864564561430562_6980468564338893698_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=QzWLIQBNxmYAX_-QP6z&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCtllWGBc6VVOo4-e7LyQgS-wfWbvVtzEDHxYT3Y4983w&oe=65298E44&_nc_sid=bc0c2c
stoopingnyc,post,3202895869694470004,Over 1000 tiny pumpkins available from the Ed Sheeran pop up at 45 Rockefeller center! #stooping,2023-09-30 00:49:22,None,https://www.instagram.com/p/Cxy-NLltGd0,GraphImage,1,['stooping'],[],817,5,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/383960302_319218567465052_6921460286592438480_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=6jW_NX8hB68AX84y2Fi&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAC-8jSbKM77c25mJy5MwpV_dKC3Ev238_iqe4nxJVlwQ&oe=652997F0&_nc_sid=bc0c2c
stoopingnyc,post,3202895319141799693,Beautiful and currently dry! E101 btwn lex & 3rd on the downtown side. #stooping,2023-09-30 00:48:17,None,https://www.instagram.com/p/Cxy-FK2NVcN,GraphImage,1,['stooping'],[],597,6,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/385278618_971951927240427_2587875170689009751_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=PcFAs1pfXgoAX_aNbN6&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAON0pAIjyxwc7qoqq4ofj-LM7Tp8-9I9CGAvHY0-1ovQ&oe=652965DC&_nc_sid=bc0c2c
stoopingnyc,post,3202168509340874832,A desk to write a novel at. cute wooden writing desk outside 151 W 95 #stooping,2023-09-29 00:44:14,None,https://www.instagram.com/p/CxwY0seNHhQ,GraphImage,1,['stooping'],[],411,10,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384297687_260345086415410_1160818827652041733_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=zs14BXH-wSkAX_yVKF3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC4dAZYXgeywxAcy4OqSD5LziXKG47tcbkAUDr4l-ZvRw&oe=65296B43&_nc_sid=bc0c2c
stoopingnyc,post,3202097047141975002,Save this beauty from the 🌧 Couch is out on 9th & Court in BK #stoopingbrooklyn,2023-09-28 22:22:15,None,https://www.instagram.com/p/CxwIkyHOYPa,GraphSidecar,2,['stoopingbrooklyn'],[],343,12,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/384424077_684033983397187_4761290710973421468_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=A67ArlusHboAX9bBElW&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDmYLZscUfXAb6-gAXGJqmSJIxcxus6d6lP56bkDo20pQ&oe=6529ABCD&_nc_sid=bc0c2c
stoopingnyc,post,3201461486790103069,Sooo many desk chairs on the UWS! 67th & Columbus. #stooping,2023-09-28 01:19:31,None,https://www.instagram.com/p/Cxt4EKaN9Ad,GraphImage,1,['stooping'],[],470,8,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/384112184_780995723791095_391854175061920758_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Ez_EVnl76OUAX8S42Ni&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDdMli9xqKixKh3_zcIrWpWg3b2-i5-mMzPsTIm-oufRA&oe=6529758A&_nc_sid=bc0c2c
stoopingnyc,post,3201419163905534378,Old school desks outside st. Francis of Paola church In Williamsburg on Humboldt! #stoopingbrooklyn,2023-09-27 23:55:25,None,https://www.instagram.com/p/CxtucSJt6mq,GraphImage,1,['stoopingbrooklyn'],[],157,5,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/383430046_261983063477070_1181255499166701201_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=aYTmGZLhJFMAX_DtJCB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCAuFuge7JFPuswdQje-gJ3QubCVQIMWWPbGKPVU_7T_g&oe=652974E1&_nc_sid=bc0c2c
stoopingnyc,post,3201348394479642035,Tag someone who would love this… A whole decades (1980s) worth of gourmet magazine outside of 1405 8th Ave. #stoopingbrooklyn,2023-09-27 21:34:49,None,https://www.instagram.com/p/CxteWc_OeWz,GraphImage,1,['stoopingbrooklyn'],[],924,34,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/383221998_655466970013100_4398112135280504418_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mr6m5sGal8QAX8ap_6M&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCoZFXVNSfpD4lg5nqq3yvF0FmAgqGLKDOJ5B_sKNVt0Q&oe=65292503&_nc_sid=bc0c2c
stoopingnyc,post,3201287620080068539,Oh I want this… Bike desk. Linden Boulevard between Flatbush and Bedford. #stoopingbrooklyn,2023-09-27 19:34:04,None,https://www.instagram.com/p/CxtQiEaume7,GraphImage,1,['stoopingbrooklyn'],[],776,15,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/383332175_6446981492077795_3079841292458766378_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=F3HWqr0b7eQAX-nWWqs&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBhDJJZSuvVXrTIgqn0CQhgljKV9tLBWMU4c6c-MJDCLA&oe=65283E12&_nc_sid=bc0c2c
stoopingnyc,post,3201189041831234093,What’s going on here? Wrong answers only. 159 Hoyt St #stoopingbrooklyn,2023-09-27 16:18:13,None,https://www.instagram.com/p/Cxs6HkROUot,GraphImage,1,['stoopingbrooklyn'],[],6854,332,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/383429865_268517232810943_3020581603061764647_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=cw2BUvmD-loAX_OUVvv&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBvF85M7Kk50Rd-PpdRyNTzCjax836z1xxq4ufLGXvswQ&oe=65295A0F&_nc_sid=bc0c2c
stoopingnyc,post,3200806758007241328,Late night book club!!! Dumpster full of books on 41st bw 7th and 6th Ave. #stooping,2023-09-27 03:38:41,None,https://www.instagram.com/p/CxrjMmtsPpw,GraphImage,1,['stooping'],[],3492,68,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/382754080_178620761935473_8785462613649218532_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=pR8uLIoOr2MAX85udu5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfADGWGw0aVpICvBw1W6ZlsQfqnYp2cQsXfcCQ8fW7g71Q&oe=65294EFB&_nc_sid=bc0c2c
stoopingnyc,post,3200758779741539211,"According to the stooper, this is definitely haunted! But in excellent condition outside Lucille’s Pizza in Harlem. #stooping",2023-09-27 02:03:21,None,https://www.instagram.com/p/CxrYSbeNQuL,GraphImage,1,['stooping'],[],371,12,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/382940625_282396197982171_5146220032123839789_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=7uQoXu1vZbYAX876XVC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBH5gwZH_GZQ7QvpK6YcC_c3cH9ZUoFldLKH3U1aLCcZQ&oe=652A2BF1&_nc_sid=bc0c2c
stoopingnyc,post,3200686267531815321,Wet West Elm chairs! On willoughby between skillman street and Bedford Ave. #stoopingbrooklyn,2023-09-26 23:39:17,None,https://www.instagram.com/p/CxrHzPNtGmZ,GraphImage,1,['stoopingbrooklyn'],[],313,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/383783587_811996550677343_6161061858922068694_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=bMKU_KmlTRAAX9qmEmz&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC7lCZFouOArJv71Q63EHsQojsdvueOTTq6jemf0J_9wQ&oe=652A1CB4&_nc_sid=bc0c2c
stoopingnyc,post,3200613273640348752,There are pianos and then there is THIS piano. Someone please rescue this beauty! Corner of Gold & Nassau in Brooklyn. #stoopingbrooklyn,2023-09-26 21:14:16,None,https://www.instagram.com/p/Cxq3NCWu6xQ,GraphImage,1,['stoopingbrooklyn'],[],1594,39,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/383849189_320446617242632_1407998674324340656_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=h4gkjLUtmzMAX_0TvZd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDQjcV-Q2koZ2KF4WaR5oGnrUtLVZQRzakeDstqq7H9Cw&oe=65292307&_nc_sid=bc0c2c
stoopingnyc,post,3199826147264847200,Ok hear me out…this beauty needs from TLC but had alllll the potential!! Just put out on Madison st between nostrand and Marcy in bedstuy! It’s totally dry (for now) #stoopingbrooklyn,2023-09-25 19:10:23,None,https://www.instagram.com/p/CxoEO1yul1g,GraphImage,1,['stoopingbrooklyn'],[],957,11,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/382266481_686382253391980_6444361855036888256_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=hL1Ple5ubbQAX80o7WH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCuFpPQeRpkpxgWu1U1I5lU1d24Skhvoq3Vc_o2Qgredw&oe=652A2D38&_nc_sid=bc0c2c
stoopingnyc,post,3198929433070711953,"For those of you who have followed us for a while, a globe that opens into a bar (thus the Globe Bar) is one of our faves. Here is one getting wet on the corner of 135 and Adam Clayton Powell! #stooping",2023-09-24 13:28:46,None,https://www.instagram.com/p/Cxk4V7nuLSR,GraphImage,1,['stooping'],[],2225,26,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/381240943_689823206378471_1029018089977752112_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=Hr0Ms5PtnXEAX_FR2sy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCzek7w2aGsbUnfpyaIaDrtKi0EjqPwjnj43I9RMWYe3A&oe=652986EB&_nc_sid=bc0c2c
stoopingnyc,post,3198490393880235238,Someone who knows about guitars please tell us more in the comments! 151 st and St Nicholas #stooping,2023-09-23 22:56:29,None,https://www.instagram.com/p/CxjUhEguwzm,GraphImage,1,['stooping'],[],1583,49,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/382388387_1725632491223870_1112782702069571783_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=3TLiZNQ7kH8AX802yQi&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAIelvKbRUAdZ9gwfxTkrmd_vAhyOP25W1BbkomEvLrNQ&oe=65288E63&_nc_sid=bc0c2c
stoopingnyc,post,3198208361438613557,"For a very specific decor need. Free cowboy art, Orchard st between Stanton and rivington  LES #stoopingnyc",2023-09-23 13:36:08,None,https://www.instagram.com/p/CxiUY9VO5A1,GraphImage,1,['stoopingnyc'],[],266,9,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/381264339_1091784101787545_5210652817476154216_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=YwtYAwQTMLAAX9nckKc&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCFdcB171mSAVL5CdTkQPKTECKBjMazmCG3jLNbmGzHKw&oe=6528943C&_nc_sid=bc0c2c
stoopingnyc,post,3197768046793019488,The spin-offs absolutely nobody asked for. Woodbine and Seneca in Ridgewood. #stoopingqueens,2023-09-22 23:01:18,None,https://www.instagram.com/p/CxgwRiXMVBg,GraphImage,1,['stoopingqueens'],[],6854,83,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/382267634_6741817292530560_5124381136538071769_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=_GJuVX2l5DMAX_An6ss&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCkTpnf5xXrpiTb2_beJqHSEpG1Mr7jEKfRuTQ7X4VVmg&oe=6529DA38&_nc_sid=bc0c2c
stoopingnyc,post,3197767130991939192,Still out there and confirmed to be in tune!!!! 666 bergen st. #stoopingbrooklyn,2023-09-22 22:59:29,None,https://www.instagram.com/p/CxgwENdMc54,GraphImage,1,['stoopingbrooklyn'],[],754,16,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/381539893_704866014789818_3418639662341006684_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=en2oxt6PFPUAX-iI3LM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCnD4AtEQWLcwGVT6542DeAyT8fefM82hCIaIDd7DWCxA&oe=652A2949&_nc_sid=bc0c2c
stoopingnyc,post,3197719268011247280,Why shop at target when everything you need is at the intersection of carroll and court by east one coffee. #stoopingbrooklyn,2023-09-22 21:24:23,None,https://www.instagram.com/p/CxglLtlO4aw,GraphImage,1,['stoopingbrooklyn'],[],2779,22,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/381532488_347221857874260_4704405346670974900_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=ldw6OunwM_wAX_nWehS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAIto8DZS-K7lH_tcgL03ymHx_Oy-rWS8utEEmEkhucAw&oe=65299E23&_nc_sid=bc0c2c
stoopingnyc,post,3197718428269566762,Love!! Cabinet at 1st St and PPW in Park Slope. #stoopingbrooklyn,2023-09-22 21:22:43,None,https://www.instagram.com/p/Cxgk_fgulsq,GraphImage,1,['stoopingbrooklyn'],[],354,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/381464266_1501486473996914_6027832748652603162_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=9J9z_muesNcAX9Z5lVj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCrzbGYav_oMq78IZZ1ttnxuljNMuuUT75o28Ypno1NXg&oe=652878C0&_nc_sid=bc0c2c
stoopingnyc,post,3197717866249488986,Take outfit planning to the next level. Outside 121 Ludlow Street! #stooping,2023-09-22 21:21:36,None,https://www.instagram.com/p/Cxgk3UFuIpa,GraphImage,1,['stooping'],[],271,9,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/381168259_1069194610664127_3747812786705536989_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=se81TJGaRI0AX8NaULh&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD7i-Q1CGLsGHiXCEvi9wV4mQDZgW1CeSZwt841A6wmOQ&oe=6529BC3A&_nc_sid=bc0c2c
stoopingnyc,post,3197617265926831559,I know it says on sale… but on stooping it’s free! But still BRAND NEW and in the box. 96 saint marks pl. #stooping,2023-09-22 18:01:44,None,https://www.instagram.com/p/CxgN_YvOX3H,GraphSidecar,2,['stooping'],[],1089,24,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/380698960_687954412882576_6145379979209141617_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=5xB7wkVizf0AX_VKXIo&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCrX0Nza_I51Ja_kPYkhKRe_GOxQJ_BdhRkTPIudSH3Gg&oe=6528C067&_nc_sid=bc0c2c
stoopingnyc,post,3197568778329818927,Living room starter pack! 286 Stanhope St. #stoopingbrooklyn,2023-09-22 16:25:24,None,https://www.instagram.com/p/CxgC9zJOocv,GraphImage,1,['stoopingbrooklyn'],[],363,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/382059649_832165071701215_4696209164297343723_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=iVDv4Q3wCjcAX88LEhM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAgnnzXsv16mh2mjzDEFOcGuuzzRaQbmlL1gFlDtZv2Fw&oe=65294583&_nc_sid=bc0c2c
stoopingnyc,post,3197525857043961548,The vintage playlist. On st marks between Rogers & Bedford Ave!! #stoopingbrooklyn,2023-09-22 15:00:07,None,https://www.instagram.com/p/Cxf5NNlO1bM,GraphImage,1,['stoopingbrooklyn'],[],1023,18,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/380691178_216867161155555_5528442792962387607_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=iDvt58U-Jb4AX9wAx-f&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBSH1rnqioU7me7wwc8OWf6rf-AMbhwSJCp66EiwfdVdg&oe=65297446&_nc_sid=bc0c2c
stoopingnyc,post,3197525491334201504,She’s a cutie! Great couch between Vanderbilt and Underhill on Park Place! #stoopingbrooklyn,2023-09-22 14:59:23,None,https://www.instagram.com/p/Cxf5H4_O0Cg,GraphImage,1,['stoopingbrooklyn'],[],174,2,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/382376753_341150481814690_5761045472702711010_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=xh8e5zQtDFUAX-Vf_a1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBGYkV5IRgdU5s8wnldXGnNiwOzRSfOUPrLhXL_VzVAOA&oe=65286C35&_nc_sid=bc0c2c
stoopingnyc,post,3197507546356893953,Did someone say STOOP CONCERT?! vanderbilt & bergen st in brooklyn #stoopingbrooklyn,2023-09-22 14:23:44,None,https://www.instagram.com/p/Cxf1CwbO8kB,GraphImage,1,['stoopingbrooklyn'],[],583,12,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/380808289_1278184939525635_4959805992703058824_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=MJojFbQ8LesAX9n7QEw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDLhFEZ7M5JDlByrt0lXm4KmmGA27mlKwrkU5EIrCKWqg&oe=652943EB&_nc_sid=bc0c2c
stoopingnyc,post,3197506591154339546,"Tune in! On Clinton st. At the corner of Amity, Brooklyn #stoopingbrooklyn",2023-09-22 14:21:50,None,https://www.instagram.com/p/Cxf0020uX7a,GraphImage,1,['stoopingbrooklyn'],[],89,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/379778511_1338620246778625_8190300966511840246_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=4q1_1BxtPRIAX8nYchn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCn2aTIRBsNJ3u8qjjonSA1u0tuEGUf8Rvfo-S56pPFIg&oe=65289444&_nc_sid=bc0c2c
stoopingnyc,post,3197073288152334688,Love this! Douglass and Court st. #stoopingbrooklyn,2023-09-22 00:00:57,None,https://www.instagram.com/p/CxeSTd9NcFg,GraphImage,1,['stoopingbrooklyn'],[],348,3,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/380544489_1002230687651989_3875538268657000206_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=nX1P2p4oAowAX9-y7mg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCkYYBtsezXvk6Wn8KlEhileHAIAE2vM8QZamCUEoPu5A&oe=6528DD87&_nc_sid=bc0c2c
stoopingnyc,post,3197070012107220942,Ummm. Goooooo! #stooping,2023-09-21 23:54:26,None,https://www.instagram.com/p/CxeRjy5tGfO,GraphImage,1,['stooping'],[],3315,66,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/381537138_333851252392415_2958282966372591489_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=WyNEVuWqpjsAX-ib56I&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC64ffzwshmkvqwmwJom3woI3TLwwY5-HrFka-q5B8BCQ&oe=65290091&_nc_sid=bc0c2c
